"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g1097111-d2702880","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Northern Quarter']","Northern Quarter","Claimed",2.5,"October 3, 2023","Airport Rd Belfast International Airport, Aldergrove BT29 4AB Northern Ireland",54.66125,-6.216954,"#2 of 2 Quick Bites in Aldergrove","#2 of 2 Quick Bites in Aldergrove",270,0,0,"₪10 - ₪77","Irish, British","Breakfast, Lunch",,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Wine and Beer, Family style","True","True","https://www.facebook.com/NorthernQuarterBIA",30,30,25,25,32,47,50,50,91,"English (270)","g1097111-d2702880","in rating","$$ - $$$","Quick Bites, Irish, British",270,0,270,"Quick Bites"
"g1097111-d3250947","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Berries Coffee Shop']","Berries Coffee Shop","Unclaimed",5,"January 16, 2016","206 Falls Road, Aldergrove Northern Ireland",54.59243,-5.96074,"#3 of 3 Coffee & Tea in Aldergrove","#3 of 3 Coffee & Tea in Aldergrove",4,0,0,,"Irish","Breakfast, Lunch, Dinner",,,"True","True","http://www.facebook.com/berriescoffeeshop",,,,,3,1,0,0,0,"English (4)","g1097111-d3250947","in rating","$","Irish",4,0,4,"Coffee & Tea"
"g1097111-d3303397","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Malone House']","Malone House","Unclaimed",4,"March 7, 2020","Malone House Barnetts Demesne Malone Road, Aldergrove BT9 5PB Northern Ireland",54.553032,-5.957985,"#2 of 14 Restaurants in Aldergrove","#2 of 14 Restaurants in Aldergrove",71,0,0,,"International, British","Lunch","Vegetarian Friendly","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","True","True","http://www.belfastcity.gov.uk/malonehouse/",40,40,40,,35,25,6,3,2,"English (71)","g1097111-d3303397","in rating","$$ - $$$","International, British, Vegetarian Friendly",71,0,71,"Restaurants"
"g1097111-d3399345","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Kangaroo']","Kangaroo - CLOSED","Unclaimed",5,"May 10, 2013","Falls Road, Aldergrove Northern Ireland",54.58201,-5.97962,,,1,0,0,,"Cafe",,,,"False","False",,,,,,1,0,0,0,0,"English (1)","g1097111-d3399345","closed",,"Cafe",1,0,1,
"g1097111-d3478638",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g1097111-d3486271","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The burrito bar']","The burrito bar","Unclaimed",4,"October 10, 2018","118 Andersonstown Road, Aldergrove BT11 9BX Northern Ireland",54.57375,-5.98647,"#7 of 14 Restaurants in Aldergrove","#1 of 2 Mexican in Aldergrove",6,0,0,,"Mexican","Lunch, Dinner",,"Delivery","True","True",,,,,,4,0,0,1,1,"English (6)","g1097111-d3486271","in rating","$","Mexican",6,0,6,"Restaurants"
"g1097111-d3664883","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Weatherspoons']","Weatherspoons","Unclaimed",3.5,"December 10, 2021","Dublin Road, Aldergrove Northern Ireland",54.593056,-5.931522,"#5 of 14 Restaurants in Aldergrove","#5 of 14 Restaurants in Aldergrove",88,0,0,,"Bar, British","Lunch, Dinner","Vegetarian Friendly","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","False","True",,35,40,40,,28,26,17,4,13,"English (84), Swedish (2), German (2)","g1097111-d3664883","in rating","$","Bar, British, Vegetarian Friendly",84,4,84,"Restaurants"
"g1097111-d4004758","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Metz Espress']","Metz Espress","Unclaimed",4.5,"May 21, 2022","55 High Street, Aldergrove BT1 2AB Northern Ireland",54.600132,-5.926738,"#1 of 3 Coffee & Tea in Aldergrove","#1 of 3 Coffee & Tea in Aldergrove",51,0,0,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Seating, Highchairs Available, Takeout, Wheelchair Accessible, Table Service","False","True",,45,45,45,,28,18,3,1,1,"English (46), French (1), Japanese (1), Portuguese (1), Spanish (1), Russian (1)","g1097111-d4004758","in rating","$","Cafe, British, Vegetarian Friendly",46,5,46,"Coffee & Tea"
"g1097111-d5029996","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', ""Chalco's Cantina""]","Chalco's Cantina","Unclaimed",4,"September 13, 2014","451 Ormeau Road, Aldergrove BT7 3GQ Northern Ireland",54.5728,-5.91672,"#12 of 14 Restaurants in Aldergrove","#2 of 2 Mexican in Aldergrove",1,0,0,,"Mexican",,,,"False","True",,,,,,0,1,0,0,0,"English (1)","g1097111-d5029996","in rating",,"Mexican",1,0,1,"Restaurants"
"g1097111-d5247579","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'PRESS29 Coffee House']","PRESS29 Coffee House","Claimed",4.5,"June 13, 2023","63 Agincourt Avenue Belfast, Aldergrove BT7 1QB Northern Ireland",54.583324,-5.92586,"#2 of 3 Coffee & Tea in Aldergrove","#2 of 3 Coffee & Tea in Aldergrove",7,0,0,"₪14 - ₪29","Cafe","Breakfast, Lunch",,,"False","True","http://www.press29.co.uk",,,,,5,2,0,0,0,"English (7)","g1097111-d5247579","in rating","$","Cafe",7,0,7,"Coffee & Tea"
"g1097111-d5580883","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Four Star Pizza North Belfast']","Four Star Pizza North Belfast","Claimed",4.5,"August 7, 2023","158A Cavehill Road, Aldergrove BT15 5EX Northern Ireland",54.6316,-5.94738,"#6 of 14 Restaurants in Aldergrove","#1 of 2 Pizza in Aldergrove",11,0,0,,"Pizza","Lunch, Dinner",,,"True","True","http://www.fourstarpizza.co.uk",,,,,5,4,2,0,0,"English (11)","g1097111-d5580883","in rating",,"Pizza",11,0,11,"Restaurants"
"g1097111-d5778644","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Pizza Cabin']","Pizza Cabin","Unclaimed",3.5,"April 3, 2018","473 Upper Newtownards Road, Aldergrove BT4 3LJ Northern Ireland",54.59424,-5.85045,"#13 of 14 Restaurants in Aldergrove","#13 of 14 Restaurants in Aldergrove",4,0,0,,,"Dinner",,,"True","True","http://www.thepizzacabin-bt4.co.uk",,,,,2,0,0,1,1,"English (4)","g1097111-d5778644","in rating",,,4,0,4,"Restaurants"
"g1097111-d5795532","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Bethany']","The Bethany","Unclaimed",4.5,"September 30, 2023","246 Newtownards Road, Aldergrove BT4 1HB Northern Ireland",54.599094,-5.899234,"#3 of 14 Restaurants in Aldergrove","#1 of 2 Fast Food in Aldergrove",47,0,0,,"British, Fast Food","Dinner, Lunch",,"Takeout, Wheelchair Accessible, Seating","True","True","http://thebethany.co.uk",50,45,45,,32,7,4,2,2,"English (46), Italian (1)","g1097111-d5795532","in rating","$$ - $$$","Fast Food, British",46,1,46,"Restaurants"
"g1097111-d5816696","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'The Chippie Stranmillis']","The Chippie Stranmillis","Unclaimed",3,"December 6, 2021","133 Stranmillis Road, Aldergrove BT9 5AJ Northern Ireland",54.57931,-5.934938,"#14 of 14 Restaurants in Aldergrove","#14 of 14 Restaurants in Aldergrove",10,0,0,,,"Lunch, Dinner",,,"True","True","http://thechippie.weebly.com",30,35,30,,2,2,0,4,2,"English (10)","g1097111-d5816696","in rating","$",,10,0,10,"Restaurants"
"g1097111-d5817393","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Guccii Chip']","Guccii Chip","Unclaimed",3,"August 17, 2023","133 Lisburn Road, Aldergrove BT19 6ZG Northern Ireland",54.58385,-5.944093,"#9 of 14 Restaurants in Aldergrove","#2 of 2 Fast Food in Aldergrove",23,0,0,,"Fast Food","Lunch, Dinner",,"Takeout","True","True","https://www.facebook.com/GUccii-Chip-115073539901572/?ref=search&__tn__=%2Cd%2CP-R&eid=ARCvGZWmw3N7gLf6kau4lQImCF3xocFut7WyrfLSICeUmLEzth8HVjW2F9kbLVNeUSeb9jjTPWOh55tN",30,30,30,,8,2,3,4,6,"English (23)","g1097111-d5817393","in rating","$","Fast Food",23,0,23,"Restaurants"
"g1097111-d6280887","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Proper Pasty Co']","Proper Pasty Co","Unclaimed",4.5,"April 6, 2016","29/31 Queens Arcade Fountain Street, Belfast, Aldergrove BT1 5FF Northern Ireland",54.59816,-5.93076,"#8 of 14 Restaurants in Aldergrove","#5 of 5 Cafe in Aldergrove",3,0,0,,"Pizza, Cafe, British",,,,"False","True","http://www.properpasty.co.uk/",,,,,2,1,0,0,0,"English (3)","g1097111-d6280887","in rating",,"Pizza, Cafe, British",3,0,3,"Restaurants"
"g1109525-d12669605","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', ""O'Connor's Bar & Restaurant""]","O'Connor's Bar & Restaurant","Unclaimed",5,"February 20, 2022","48 Main Street, Dromore BT78 3AB Northern Ireland",54.512836,-7.458619,"#5 of 9 Restaurants in Dromore","#5 of 9 Restaurants in Dromore",3,0,0,,,"Lunch, Dinner",,,"True","True","https://www.oconnorsrestaurant.co.uk",,,,,3,0,0,0,0,"English (3)","g1109525-d12669605","in rating",,,3,0,3,"Restaurants"
"g1109525-d1319008","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Phuns Welcome']","Phuns Welcome","Unclaimed",3.5,"June 2, 2022","18 Market Square, Dromore BT25 1AW Northern Ireland",54.4145,-6.1483,"#7 of 9 Restaurants in Dromore","#2 of 4 Fast Food in Dromore",36,0,0,,"Chinese, Fast Food","Lunch, Dinner",,"Takeout","True","True",,30,35,30,30,10,8,8,3,7,"English (36)","g1109525-d1319008","in rating","$$ - $$$","Chinese, Fast Food, Cantonese",36,0,36,"Restaurants"
"g1109525-d15044196","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Barrel and Bean']","Barrel and Bean","Claimed",4.5,"September 16, 2023","24 Church Street, Dromore BT25 1AA Northern Ireland",54.413612,-6.149845,"#2 of 9 Restaurants in Dromore","#1 of 1 Deli in Dromore",73,0,0,,"Bar, Cafe, Deli, British","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Serves Alcohol, Free Wifi, Table Service, Reservations, Street Parking, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Family style","True","True","https://www.facebook.com/Barrel-Bean-Dromore-204694120138671/",50,50,50,,57,8,4,2,2,"English (73)","g1109525-d15044196","in rating","$$ - $$$","Bar, Cafe, British",73,0,73,"Restaurants"
"g1109525-d1548918","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Riverside Tea Room']","Riverside Tea Room","Claimed",4.5,"July 20, 2023","12 Bridge Street, Dromore BT25 1AN Northern Ireland",54.41406,-6.14974,"#3 of 9 Restaurants in Dromore","#2 of 3 Cafe in Dromore",55,0,0,,"Cafe, British, Irish, Soups","Breakfast, Lunch, Brunch","Vegetarian Friendly","Seating, Highchairs Available, Outdoor Seating, Gift Cards Available","True","True","http://www.riverside-tearoom.co.uk/contact",45,50,50,45,42,10,0,2,1,"English (55)","g1109525-d1548918","in rating","$","Irish, Cafe, British",55,0,55,"Restaurants"
"g1109525-d1720887","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Boyles of Dromore']","Boyles of Dromore","Claimed",4.5,"August 2, 2023","8-10 Castle Street, Dromore BT25 1AF Northern Ireland",54.413513,-6.150454,"#1 of 9 Restaurants in Dromore","#1 of 2 Irish in Dromore",166,0,0,,"Irish, Bar, British, Pub","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Free Wifi","True","True","https://www.facebook.com/BoylesofDromore/about",45,45,45,40,121,29,11,4,1,"English (166)","g1109525-d1720887","in rating","$$ - $$$","Irish, Bar, British",166,0,166,"Restaurants"
"g1109525-d17759236","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Poyraz Turkish Kebab']","Poyraz Turkish Kebab","Unclaimed",2,"August 9, 2023","8 Bridge Street, Dromore BT25 1AN Northern Ireland",54.41417,-6.14973,"#9 of 9 Restaurants in Dromore","#9 of 9 Restaurants in Dromore",5,0,0,,"Fast Food, European, Turkish",,,,"False","True",,,,,,0,2,0,0,3,"English (5)","g1109525-d17759236","in rating",,"Fast Food, European, Turkish",5,0,5,"Restaurants"
"g1109525-d21180681","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', ""Mulholland's""]","Mulholland's","Claimed",4.5,"September 3, 2023","Dromore Library 13-15 Market Square, Dromore BT25 1AW Northern Ireland",54.414692,-6.148522,"#4 of 9 Restaurants in Dromore","#1 of 1 American in Dromore",18,0,0,"₪40 - ₪80","Bar, British, Pub, American, Gastropub","Dinner, Lunch, Drinks",,"Reservations, Seating, Outdoor Seating, Private Dining, Parking Available, Accepts Credit Cards, Gift Cards Available","True","True","http://www.mulhollandsonthesquare.co.uk/",45,45,45,,16,0,0,1,1,"English (18)","g1109525-d21180681","in rating","$$ - $$$","American, Bar, British",18,0,18,"Restaurants"
"g1109525-d21246216","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Taste']","Taste","Unclaimed",4.5,"October 4, 2023","29 Market Square, Dromore BT25 1AW Northern Ireland",54.41416,-6.14884,"#6 of 9 Restaurants in Dromore","#3 of 3 Cafe in Dromore",3,0,0,,"Cafe, British",,,,"False","True","https://www.facebook.com/pages/category/Cafe/Taste-Dromore-241055440049229/",,,,,2,1,0,0,0,"English (3)","g1109525-d21246216","in rating",,"Cafe, British",3,0,3,"Restaurants"
"g1109525-d2618576","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Tsans Welcome']","Tsans Welcome","Unclaimed",3.5,"October 2, 2022","25 Market Square, Dromore BT25 1AW Northern Ireland",54.41423,-6.14855,"#8 of 9 Restaurants in Dromore","#2 of 2 Chinese in Dromore",17,0,0,,"Chinese, Fast Food, Asian","Dinner","Vegetarian Friendly","Takeout, Wheelchair Accessible","True","True",,,,,,3,10,1,0,3,"English (17)","g1109525-d2618576","in rating","$","Chinese, Fast Food, Asian",17,0,17,"Restaurants"
"g1109525-d3444353","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromara', 'Dromara Restaurants', 'The Village Grill']","The Village Grill","Unclaimed",4.5,"April 14, 2019","6-8 Dromore Street, Dromara BT25 2BJ Northern Ireland",54.379963,-6.018248,"#3 of 4 Restaurants in Dromara","#1 of 1 Cafe in Dromara",16,0,0,,"Cafe","Lunch, Brunch, Dinner","Vegetarian Friendly","Takeout, Wheelchair Accessible, Table Service","True","True",,,,,,10,5,0,0,1,"English (16)","g4300641-d3444353","in rating","$$ - $$$","Cafe, Vegetarian Friendly",16,0,16,"Restaurants"
"g1109525-d4420899","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', 'Maguires']","Maguires","Claimed",3.5,"May 12, 2023","9 Market Square, Dromore BT25 1AW Northern Ireland",54.41473,-6.14901,"#1 of 1 Quick Bite in Dromore","#1 of 1 Quick Bites in Dromore",36,0,0,,"Fast Food, British","Lunch, Dinner",,"Takeout, Wheelchair Accessible","True","True",,25,35,,,15,8,1,3,9,"English (36)","g1109525-d4420899","in rating","$","Quick Bites, Fast Food, British",36,0,36,"Quick Bites"
"g1109525-d5439782","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Dromore', 'Dromore Restaurants', ""LEO'S Takeaway""]","LEO'S Takeaway - CLOSED","Unclaimed",3.5,"December 15, 2018","8 Bridge Street, Dromore BT25 1AN Northern Ireland",54.41417,-6.14973,,,3,0,0,,,"Dinner",,,"False","True",,,,,,0,1,2,0,0,"English (3)","g1109525-d5439782","closed",,,3,0,3,
"g1109525-d8007974",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g1116706-d20280656","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Derrylin', 'Derrylin Restaurants', 'Blakes Bar & Restaurant']","Blakes Bar & Restaurant","Unclaimed",4,"February 28, 2023","136-141 Chapel Road, Derrylin BT92 9LA Northern Ireland",,,"#2 of 2 Restaurants in Derrylin","#1 of 1 Bar in Derrylin",10,0,0,"₪29 - ₪97","Bar, Seafood, Pub, Street Food",,,"Reservations","False","True","https://www.facebook.com/RaymondGallagher0/",,,,,8,0,0,0,2,"English (10)","g1116706-d20280656","in rating","$$ - $$$","Bar, Seafood, Pub",10,0,10,"Restaurants"
"g1116706-d5816159","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Derrylin', 'Derrylin Restaurants', ""Frankie's Eatwell Coffee Shop""]","Frankie's Eatwell Coffee Shop - CLOSED","Unclaimed",4.5,"August 1, 2018","Main Street, Derrylin BT92 9LB Northern Ireland",54.19994,-7.575375,,,7,0,0,,,"Lunch",,,"False","True",,45,45,50,,3,4,0,0,0,"English (7)","g1116706-d5816159","closed",,,7,0,7,
"g1162572-d1891063","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Cushendun', 'Cushendun Restaurants', ""Mary McBride's - The Little Black Door""]","Mary McBride's - The Little Black Door","Claimed",4.5,"October 6, 2023","2 Main Street, Cushendun BT44 0PH Northern Ireland",55.12529,-6.042661,"#1 of 1 Restaurant in Cushendun","#1 of 1 Bar in Cushendun",295,0,0,,"Irish, Bar, Pub","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music","True","True","http://www.mcbridescushendun.com",45,45,40,35,169,85,19,3,19,"English (268), Dutch (2), Italian (6), French (10), German (3), Spanish (6)","g1162572-d1891063","in rating","$$ - $$$","Irish, Bar, Pub",268,27,268,"Restaurants"
"g1162572-d7039314","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Cushendun', 'Cushendun Restaurants', 'The Corner House National Trust']","The Corner House National Trust","Claimed",4,"August 8, 2023","1 Main Street, Cushendun BT44 0PH Northern Ireland",55.125496,-6.042341,"#1 of 1 Quick Bite in Cushendun","#1 of 1 Quick Bites in Cushendun",175,0,0,,"Irish, Cafe, British","Breakfast, Lunch, Brunch","Vegan Options, Gluten Free Options, Vegetarian Friendly","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Table Service, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Waterfront, Dog Friendly","False","True","https://www.facebook.com/CornerhouseNT",45,40,40,45,104,32,9,17,13,"Italian (1), English (167), Dutch (2), French (3), Spanish (2)","g1162572-d7039314","in rating","$$ - $$$","Quick Bites, Irish, Cafe",167,8,167,"Quick Bites"
